ID LABEL
900812337069920259 NotSC
901157231890243585 NotSC
901073705413079040 NotSC
900741890823385089 NotSC
901223378660593664 Suggestions
901316452346720256 EmotionReaction
901208069018800129 NotSC
900698840621338625 NotSC
901496297059999744 NotSC
901127666623033345 NotSC
901240629270896640 NotSC
901099523312943105 EmotionReaction
900739959446962176 NotSC
901499548824109057 NotSC
901224281962668032 NotSC
901462080838017024 EmotionReaction
901148596216659968 NotSC
901230454375841793 Suggestions
900779718986825728 Suggestions
900764822102528001 PhysicalActions
900881142563450880 Suggestions
900527339758649344 FactSharing
900829987841953793 NotSC
901544985916571648 NotSC
900826402357989376 NotSC
901279826631327745 NotSC
901274483658342401 NotSC
901072385130065922 NotSC
901226088520708096 Suggestions
901298086697422848 EmotionReaction
900784518126342144 NotSC
900895987585224704 EmotionReaction
901183332481892352 NotSC
901179641754529794 NotSC
901133151459844096 NotSC
901050048687034369 NotSC
901466360047435778 NotSC
901305415635521536 NotSC
900818410665390081 NotSC
901431907304562689 NotSC
901223460579442688 NotSC
901274695391207424 PhysicalActions
900836660417572865 NotSC
900380977817681920 NotSC
900969938906525697 NotSC
900762962222354432 Other
900781771842834432 NotSC
901154818273759232 EmotionReaction
900774392719978496 NotSC
901161666989236225 NotSC
901143929705418752 NotSC
900854293145800704 Suggestions
901229016132333570 NotSC
901411905012674561 NotSC
901259229444657157 NotSC
901474545038749696 NotSC
901501855896940545 NotSC
901583454818770944 NotSC
901188666965585924 EmotionReaction
901199996724359169 NotSC
900926139308355584 PhysicalActions
899815218741686272 NotSC
901211120660295681 Apathy
901313346347159552 NotSC
900914702980714496 NotSC
901276111014952960 EmotionReaction
901256292014202880 NotSC
901256884824485889 NotSC
900400771795210240 NotSC
901189436783947776 EmotionReaction
901239370895773697 NotSC
901197937958686722 EmotionReaction
901164931592179712 NotSC
901459335884230658 NotSC
901126848872161280 ChangeOfPlans
900847016351346690 NotSC
901103873879937024 EmotionReaction
901218440043798528 NotSC
900568855822696449 NotSC
901498521030983681 NotSC
901309032379674625 NotSC
900474377619333124 ChangeOfPlans
901242966035111936 NotSC
899995675177439235 NotSC
900527678763257856 NotSC
901159743774916608 NotSC
900509790224343040 NotSC
901312087753883649 NotSC
900821846609862657 NotSC
900875162534498305 NotSC
901111670977826817 NotSC
901073743702892544 PhysicalActions
901255777402400768 FactSharing
901518006970458112 NotSC
901040386201845761 PhysicalActions
901272881413451777 NotSC
901246242809950208 NotSC
901229259682791424 NotSC
900499735588614149 Apathy
901463690070904834 NotSC
901487643208364032 NotSC
900991618991489024 NotSC
901362097845665792 NotSC
901517515368660994 NotSC
901228128483381249 NotSC
901222397877129217 NotSC
901261606520270848 NotSC
901488145400815616 NotSC
901171064134410240 NotSC
900836676355993600 NotSC
901216725500403712 PhysicalActions
901549545426911233 NotSC
900762765786320901 ChangeOfPlans
901110510250319873 NotSC
901161665181265920 PhysicalActions
900902107280281600 NotSC
900905534584475648 NotSC
900844352582406145 EmotionReaction
901565170539008000 NotSC
900936568508104708 NotSC
901264405236678656 NotSC
901247932162351106 NotSC
901229237427941377 EmotionReaction
900811441535582208 ChangeOfPlans
901110488444141568 NotSC
900822176236023808 PhysicalActions
901459974420877313 NotSC
901239634507714560 NotSC
901328186943918080 NotSC
900837824089518081 NotSC
900398037369057282 NotSC
900937936606306304 EmotionReaction
900864401829449728 Apathy
900897071020068865 EmotionReaction
900937621261516802 NotSC
901494241276432385 Apathy
901065345481543680 NotSC
901493927764779009 Apathy
900818167005577216 NotSC
901452562280460288 NotSC
901262004194861057 NotSC
900800809830686720 PhysicalActions
900934499277705217 NotSC
899842339614597122 NotSC
901325113957765121 NotSC
900479103962411009 EmotionReaction
900837037733019648 PhysicalActions
900849132751003653 NotSC
900331736164425728 EmotionReaction
900879207852593152 EmotionReaction
901505924325572608 Apathy
901191708205084672 PhysicalActions
901281188425474048 EmotionReaction
899980891304460288 NotSC
901585095122964480 NotSC
901104431579529217 NotSC
901541266093158400 NotSC
900762032621989888 NotSC
900890955393507329 NotSC
901214328447266816 NotSC
901586150724440064 NotSC
900853844778811393 NotSC
901454405266010113 NotSC
901084789670850560 PhysicalActions
900461501059919873 EmotionReaction
901196333427634176 ChangeOfPlans
900821626006249476 FactSharing
900428801926090752 NotSC
901140570160156672 NotSC
900374645324496898 NotSC
901266662061740033 NotSC
901170059564941312 Suggestions
901547197212364801 OfficialDirectives
900694268884516864 NotSC
901106961386790912 NotSC
901483435704954881 Suggestions
901236256192962560 PhysicalActions
901310719278428160 NotSC
901217047073476609 EmotionReaction
901068249093353472 EmotionReaction
901082084101545984 NotSC
901289272589856768 Apathy
901128539491139584 NotSC
900773030070296577 NotSC
901531777524797440 NotSC
901178807494864897 NotSC
901292575205855232 NotSC
901288034041245696 EmotionReaction
900789128102633473 NotSC
900864711654338561 NotSC
901477973529952257 NotSC
901572554657325056 NotSC
901227828741582848 NotSC
901113282030960640 NotSC
901443743932395525 NotSC
900817762402136068 NotSC
900811109590020096 NotSC
901106229468114945 NotSC
901074581401858048 NotSC
901244092507725825 Apathy
900774498789711872 NotSC
901091151985471488 PhysicalActions
901259881403080704 Apathy
900774848192028674 NotSC
900740171724988419 NotSC
900876315464806400 NotSC
901124729620361216 PhysicalActions
901244334087049216 NotSC
901154995009138689 EmotionReaction
900778309558185986 NotSC
900813314095185924 NotSC
900968639775490049 FactSharing
901093718534615040 NotSC
900870870821941248 NotSC
901072341177905152 NotSC
901051496422408192 NotSC
901316481891405826 NotSC
901305951055163392 NotSC
901434872673312773 OfficialDirectives
901084646049546240 NotSC
901210698696581120 Apathy
901549437906022400 NotSC
901183429999558658 NotSC
901476942871908353 EmotionReaction
901127735921319937 NotSC
900549854610554881 NotSC
901200513118633985 EmotionReaction
900928299794391040 NotSC
901190907478847490 NotSC
901594062943346691 NotSC
901083409551896576 NotSC
901155857903345664 NotSC
901424546078748672 Other
901550660906237952 EmotionReaction
901258109972348928 NotSC
900447653758201859 Suggestions
901191096402890755 NotSC
901144330806726656 PhysicalActions
901191421511819265 NotSC
900838315217256448 NotSC
900826373698318336 EmotionReaction
901479507051388928 NotSC
901160931727740928 NotSC
901207127372451840 NotSC
900974901044969472 EmotionReaction
900817398051340292 ChangeOfPlans
900811265865547780 NotSC
901177463472095232 NotSC
900877381845516289 NotSC
901166829703397377 ChangeOfPlans
901273958405877761 NotSC
901539674031894530 NotSC
900923973084614657 NotSC
901483914270842881 Apathy
900823465120419840 EmotionReaction
901218757112213504 NotSC
901532909840064513 PhysicalActions
901440654773039105 Suggestions
900796793096720384 NotSC
901555001012752386 NotSC
901561242267025409 NotSC
900774580549296128 NotSC
900832819752120320 NotSC
901124845219569664 NotSC
901265073230032896 NotSC
900848479639150592 ChangeOfPlans
900620616323260416 EmotionReaction
901302556911165440 NotSC
901448712005832704 NotSC
901223263073914880 EmotionReaction
901185385916661760 NotSC
901285318678257665 NotSC
900961242902216704 NotSC
901172979282960386 OfficialDirectives
901206162485387264 NotSC
900838162859261953 FactSharing
901563635524177920 NotSC
900806729310633986 NotSC
900846539479928832 NotSC
901144735313801216 NotSC
901311439125741568 NotSC
901125849021394948 NotSC
901060463697506305 NotSC
900652320697982976 NotSC
901265025742114820 NotSC
901166748535148544 NotSC
901558573368561664 NotSC
900874248528461828 ChangeOfPlans
901168852956041216 NotSC
901206187839954946 NotSC
901213661452226561 NotSC
900882944709074944 EmotionReaction
901484890339848193 NotSC
901226042098057217 EmotionReaction
901045593291837440 Other
900812556922757121 NotSC
901306060094541824 EmotionReaction
900685128510431232 NotSC
900582587470577664 NotSC
900171806849544192 NotSC
901114867121369090 NotSC
901469223586861057 Apathy
900687678039097345 NotSC
901277929929396224 NotSC
901187228667453440 EmotionReaction
901576462746226688 NotSC
900911881610776576 EmotionReaction
901228140604928005 NotSC
901259912457662464 NotSC
900722239473111041 NotSC
901290137119846401 NotSC
901552008838230017 NotSC
901281374405001216 NotSC
901288931421016065 PhysicalActions
901214778626117634 NotSC
900781581626900480 OfficialDirectives
901173099479093248 NotSC
901263127114911745 NotSC
901279757773524992 NotSC
900847535274831872 OfficialDirectives
900735207074127875 NotSC
901037851919470592 Apathy
900799647781974016 NotSC
900960886185054208 EmotionReaction
900738757589991429 NotSC
901519183028121600 EmotionReaction
900403699855634432 Suggestions
901325582205685760 NotSC
901236785157722114 Apathy
901278424651763712 NotSC
900843459120164869 NotSC
901225531907215360 EmotionReaction
901023539817574400 Suggestions
901247820413448192 EmotionReaction
901316320855285760 EmotionReaction
900879419274924032 NotSC
901493326322577408 NotSC
901125590505467907 Apathy
901078433765130241 Suggestions
900877521712889858 NotSC
901466365906698242 EmotionReaction
901160297905483776 FactSharing
901002988558450690 NotSC
901118806134738945 NotSC
900767956937912321 NotSC
901448817047998465 ChangeOfPlans
901222382681116677 EmotionReaction
901101598230925314 NotSC
901219875921829889 NotSC
900577689173544960 NotSC
900661963663044612 NotSC
899829923522764801 NotSC
901187438818848768 Suggestions
900532063077531648 Apathy
901466343324700672 NotSC
900494739266564099 NotSC
900381415187111936 NotSC
900441757510504450 PhysicalActions
901029436920909824 NotSC
901275952566513664 PhysicalActions
901131066060058624 NotSC
901478163599028224 NotSC
901302960285724672 NotSC
900843262029824000 PhysicalActions
900936046497730560 EmotionReaction
900722643111890945 OfficialDirectives
901029158863724544 EmotionReaction
901213929162108929 NotSC
901049930076360704 EmotionReaction
900928034445963264 NotSC
901438675959132160 NotSC
901466613198749696 EmotionReaction
901074059810795521 EmotionReaction
901470993201475584 NotSC
901123271000805376 NotSC
900836440719884289 EmotionReaction
900777699739938816 ChangeOfPlans
901275643710767104 NotSC
900840560080162816 NotSC
900874798259163140 NotSC
900863015502872576 FactSharing
901511828471242752 EmotionReaction
901068231456116736 NotSC
901401207549423616 NotSC
901452452976893952 Apathy
901086009273847810 NotSC
900861915504812033 NotSC
901067176312020992 NotSC
900879356314230784 FactSharing
901554778081198081 NotSC
901494346566045697 NotSC
901417357880459264 NotSC
900522216349208580 EmotionReaction
900867821097431040 NotSC
900833338252034048 PhysicalActions
901523038121979904 NotSC
900451110569353216 NotSC
901287981859917824 NotSC
901268335626792961 NotSC
900784772733075456 EmotionReaction
901482279616335872 NotSC
900795042650107905 NotSC
900823817584562176 EmotionReaction
900854779542462464 Apathy
901242386105470976 Apathy
901379734889779200 EmotionReaction
901300661463240705 NotSC
901583010201571328 EmotionReaction
900851486846070784 PhysicalActions
900387283995688961 ChangeOfPlans
901575013488320517 NotSC
901126011437424640 NotSC
901232488521052160 NotSC
901532185865400321 NotSC
900787425533931521 Suggestions
901261135432777728 NotSC
900868231388332033 NotSC
901191030275530753 NotSC
901240824985530369 NotSC
900770535969304578 NotSC
901457873405964288 NotSC
900452052211576832 NotSC
901183456444649473 EmotionReaction
901156578346369024 NotSC
901200270587244544 NotSC
901516619918307328 OfficialDirectives
901222584339058689 EmotionReaction
900780623010332672 NotSC
900778039222693889 NotSC
901295124323467264 NotSC
900972994767409152 EmotionReaction
901191810504159233 NotSC
901115913952428033 EmotionReaction
901144979241918464 NotSC
900770824566845440 NotSC
899971519333486592 NotSC
900841333912473604 NotSC
900503579538206721 PhysicalActions
901123277946486787 PhysicalActions
901152630394769409 NotSC
901125593873383424 Apathy
900942864342859777 NotSC
901158234324598784 Suggestions
901137948292378625 PhysicalActions
901191179886370817 Suggestions
900881275141201925 Apathy
901211899475505153 Apathy
901241564940427266 NotSC
901437614179397632 NotSC
901554474652770306 NotSC
901523821890502657 EmotionReaction
901120890431209472 NotSC
901460262649077761 NotSC
901429475522555904 NotSC
900783906013810689 OfficialDirectives
901155325075521536 NotSC
901123999853408256 Apathy
900852268131647488 EmotionReaction
900909688501424128 NotSC
900919557489086464 PhysicalActions
901209906170273792 NotSC
901231326254305280 NotSC
901089838488846336 NotSC
900674975174189056 FactSharing
900865436568477697 NotSC
901162835438338050 NotSC
901543484280143872 NotSC
901508376420638721 NotSC
901460260803809280 NotSC
901008618216198144 NotSC
900515888679571456 NotSC
901580829356380160 NotSC
900982300497895424 NotSC
901568886868512769 NotSC
901304324667703296 NotSC
900809759674204164 NotSC
901150366208856065 NotSC
900465285290917888 NotSC
900774150847045633 NotSC
901427017966551040 NotSC
901320069690662912 NotSC
901310165340782592 NotSC
901185100024623105 NotSC
901560534654492673 EmotionReaction
900823729344794625 PhysicalActions
900573340863254528 NotSC
901475577848320002 NotSC
901153401035206658 NotSC
901136941726527489 PhysicalActions
900815987016183808 EmotionReaction
900892918516527104 EmotionReaction
900974057398575104 PhysicalActions
901292301850423296 NotSC
901589199169757185 ChangeOfPlans
901109889015185408 NotSC
901193920146808833 NotSC
901276136054935552 NotSC
901177397801885696 NotSC
901364996617248768 NotSC
900559935951470592 NotSC
901154472562499584 ChangeOfPlans
900754597920288769 NotSC
900784445015433216 EmotionReaction
901517108705714176 NotSC
901264725467684864 EmotionReaction
901182234190807041 EmotionReaction
900196862199836673 NotSC
900874767020032004 EmotionReaction
901167611978944513 NotSC
901285882275168256 NotSC
901453062052753408 NotSC
901220645358501888 PhysicalActions
901275548424515584 NotSC
901450838350204928 NotSC
900754243484864512 EmotionReaction
901156312247017472 NotSC
900851341047865353 NotSC
900925284958040064 Apathy
901277687339245569 NotSC
900550510792585216 NotSC
900890389040816129 EmotionReaction
901525737878024192 Suggestions
901272680548237312 NotSC
901555657475637249 NotSC
900738473019162624 NotSC
901591893183737856 Other
901286121979617280 NotSC
901431606048673792 NotSC
900792222660079618 NotSC
901450000860884993 NotSC
901515461988413440 PhysicalActions
901175732608659456 NotSC
900892170969915400 EmotionReaction
900414201331634176 FactSharing
901139481071427590 NotSC
901183587487297536 NotSC
901414105977847809 NotSC
901237192504332289 NotSC
901146268378034176 NotSC
901560501574021126 NotSC
900725295543726087 ChangeOfPlans
900517366907494401 NotSC
901274772360892416 EmotionReaction
901467937248346113 NotSC
900792669210910721 NotSC
901091526478114816 NotSC
901245647180967939 EmotionReaction
901487200319262720 NotSC
900824089316798465 Other
900913152258441216 EmotionReaction
900821219607552000 NotSC
901124003074592768 NotSC
900509999432179712 NotSC
901123953334394881 NotSC
901103790308327425 NotSC
900897509031243776 NotSC
901313976059002881 NotSC
901528905542238208 NotSC
901548984422072320 NotSC
901211921008951296 NotSC
901530870640779265 NotSC
901308368140337152 NotSC
900836834653208576 NotSC
901490892871278593 NotSC
901513047520550912 NotSC
900678007643353088 Suggestions
900738512160423936 NotSC
901130869645168640 NotSC
900814023817646080 NotSC
901164644919898114 NotSC
900896307853885440 EmotionReaction
901466774822113281 NotSC
900806411038449670 Apathy
901288999859433474 NotSC
901093669238960129 NotSC
900864514068971520 PhysicalActions
900749127222530048 NotSC
901473298969763840 ChangeOfPlans
900858619142516736 NotSC
900557118855671809 EmotionReaction
901306307604615168 NotSC
901507425093783552 EmotionReaction
901491827362156544 Apathy
901187338163949574 NotSC
901207747227783169 NotSC
900848839200038913 NotSC
901146526436798465 NotSC
900939227633811456 EmotionReaction
901191199662514176 NotSC
901029987096178693 NotSC
900788355952254976 NotSC
901217979005894656 NotSC
901313597732777984 EmotionReaction
900811890292654083 ChangeOfPlans
901314128052199426 NotSC
900875030304837635 FactSharing
901454435364352002 NotSC
900783783569489921 NotSC
901294907662499840 NotSC
901543652811517952 NotSC
900776059171475456 NotSC
901252342716272640 NotSC
900783581190135808 NotSC
901244957935243265 NotSC
901296807858380800 NotSC
901464878891892738 NotSC
901159056567619584 EmotionReaction
900819905649532928 EmotionReaction
901520635729506304 NotSC
900123175052165120 NotSC
901504551626448899 NotSC
901200520701911040 NotSC
901578912546922496 NotSC
900498208060780546 EmotionReaction
901280342547603457 PhysicalActions
901554236613423105 NotSC
901501617182306304 NotSC
901170938523398145 NotSC
901567845590605825 Apathy
901342581665263616 EmotionReaction
901139099402342400 NotSC
901510269922422785 NotSC
901213309185257472 ChangeOfPlans
900769847365300224 PhysicalActions
901525355042942976 NotSC
901153341614546945 NotSC
901150501328302080 NotSC
900750328815128580 NotSC
900792915500429312 NotSC
901438918385692673 NotSC
900861450780114944 NotSC
901109991842729984 NotSC
901487984855351297 NotSC
901417232055631872 NotSC
901094057241444352 NotSC
900812482700337153 EmotionReaction
901050666726150145 NotSC
900716171003088896 NotSC
900532434751586304 NotSC
900929670627065856 NotSC
901242485703409664 NotSC
901510211860660225 EmotionReaction
901194382111641600 Apathy
900494546068484098 EmotionReaction
900183805352435713 EmotionReaction
901244319809638400 NotSC
901198108679393281 Apathy
901089254998237185 NotSC
901265391829352452 NotSC
901189729571528704 NotSC
900515217922301952 NotSC
901235180756762624 NotSC
901296422208843776 NotSC
901098766933086208 NotSC
901273188818202624 PhysicalActions
900935214330896384 ChangeOfPlans
900780889029955584 NotSC
901448623598309377 NotSC
901464299507511296 OfficialDirectives
901427277937901569 NotSC
900841414598250496 NotSC
901219227679567872 NotSC
901294586559172609 EmotionReaction
901474139495706624 NotSC
900386067068661761 NotSC
900719616925814784 NotSC
901116090079735810 NotSC
900928331062935552 EmotionReaction
901522918072614912 NotSC
901096061959319552 PhysicalActions
901465212343255041 NotSC
901155403915984896 NotSC
901214836658503681 NotSC
900928043455307781 NotSC
900989054006722560 NotSC
900835720214048768 NotSC
900876203845922817 PhysicalActions
899949026380009472 Suggestions
901212920192880640 EmotionReaction
900334569911668737 EmotionReaction
901046501710991360 PhysicalActions
901253960685813765 NotSC
901483730115670018 NotSC
900734018051727361 NotSC
901576657785511938 NotSC
901127739826155520 ChangeOfPlans
901145291314909186 PhysicalActions
901576908655267842 NotSC
901273650980036609 NotSC
901101746625400832 Apathy
901189603302006785 Apathy
900872413302333441 NotSC
900884430721609732 NotSC
900849036110036993 EmotionReaction
900901668325388289 Apathy
900912546084990976 PhysicalActions
900928856118497280 NotSC
900766883066064896 NotSC
901533885703614464 NotSC
901247690616565760 EmotionReaction
900931906262499328 NotSC
900896214752907265 NotSC
901229992717279234 NotSC
901034485948526593 EmotionReaction
901243266959540225 NotSC
901162644949704705 NotSC
901249087705669632 NotSC
901201745010987008 ChangeOfPlans
901199499384807424 ChangeOfPlans
900920844846858241 NotSC
901457328368738304 NotSC
901199485673648128 NotSC
900808487923576836 ChangeOfPlans
900947040330326016 NotSC
901232318160945153 NotSC
901243529787265025 NotSC
901234303769686016 NotSC
900947611846299649 NotSC
901289864364249088 EmotionReaction
900510353699819520 NotSC
901262524112408577 NotSC
901185065018851333 NotSC
901115900077715457 NotSC
901124002080534532 EmotionReaction
901588447500144640 NotSC
900780133845532672 EmotionReaction
900515849253126149 PhysicalActions
901185322075267072 NotSC
901146232411783168 NotSC
900768546623553538 NotSC
901525785298833408 NotSC
900878706461114369 EmotionReaction
900873355477299200 Apathy
900823437266083847 PhysicalActions
901131409406001152 NotSC
901285974633795584 NotSC
901199822526533632 NotSC
900377963715325953 NotSC
901539202348855296 NotSC
901156544196300801 NotSC
901318828570935296 EmotionReaction
900904736580349953 FactSharing
901230214851825664 NotSC
901261394850525185 NotSC
901249878407471104 NotSC
900717884837699584 NotSC
900115397076242434 NotSC
901152422646743040 NotSC
901126755678908417 EmotionReaction
901490787162128384 NotSC
901046275646394368 Apathy
901468287128797184 NotSC
900888731355426816 NotSC
900449283329208320 EmotionReaction
901592081650634752 NotSC
901323655883444224 NotSC
901185888079802371 NotSC
901200237494194177 NotSC
901461203997908992 EmotionReaction
900696872729411585 NotSC
901088946914025472 NotSC
901034161179373568 PhysicalActions
901506292308742149 NotSC
900888690347704320 NotSC
901229558497767424 ChangeOfPlans
901254644621619201 NotSC
900809917036204032 OfficialDirectives
901137469168603140 NotSC
900764359722500096 NotSC
901187946048622592 NotSC
901081138613059586 NotSC
901223274251735042 NotSC
901141698197245953 NotSC
901225886891900929 EmotionReaction
900055830426517508 NotSC
900854849310527493 NotSC
900989950807691265 NotSC
901185937429934082 NotSC
900757441285165057 FactSharing
901260089788649475 NotSC
901138913884069888 NotSC
900784355240443904 OfficialDirectives
901249716075278340 NotSC
900896838856966149 NotSC
900376189239308288 NotSC
901091631989837824 PhysicalActions
900743182371110912 NotSC
901457369971826689 NotSC
900795856152080386 EmotionReaction
900825210173173764 Suggestions
901270604522934274 NotSC
901073822094417920 EmotionReaction
901462071187054592 NotSC
901179825972539392 NotSC
900861043081195521 NotSC
900781920837042176 OfficialDirectives
900930906176835584 ChangeOfPlans
901577257789136896 PhysicalActions
901574971016798208 PhysicalActions
900827380423503877 EmotionReaction
900821415418617856 NotSC
901193453685678083 NotSC
900783416278482950 NotSC
901267197754040320 NotSC
901063030284464128 NotSC
900987378772455424 NotSC
900532011722342400 NotSC
901206925647499264 NotSC
901527214256160768 NotSC
901222902971981825 NotSC
900486471278362624 NotSC
901420729480208384 NotSC
901187484222201856 FactSharing
901162666059866114 NotSC
901552817999155201 Other
900918275135156224 Other
901044450092355584 Apathy
901098313361092608 NotSC
900810531753349121 Apathy
901453161654824960 NotSC
901183751291637760 NotSC
901204450408226816 NotSC
901319926358605825 EmotionReaction
901433442570784769 NotSC
900868604899602436 EmotionReaction
901138061056258049 NotSC
901170253371236354 ChangeOfPlans
901143883702308864 NotSC
900778514357551106 NotSC
901532191548743680 NotSC
901285604083806210 NotSC
901384903757090816 NotSC
901100903847120896 NotSC
901586948137082881 NotSC
901261024288006145 NotSC
901105818392829954 EmotionReaction
901054644973174788 EmotionReaction
901163567914856448 NotSC
900475610585325570 PhysicalActions
901489434398519296 NotSC
901272595965906945 NotSC
901294782970036224 NotSC
900936161115361281 EmotionReaction
900746922738233344 EmotionReaction
901440722234204160 Other
901179857593389056 NotSC
900821527314223104 NotSC
900555530984357888 PhysicalActions
901203624818130948 EmotionReaction
901227789289902081 NotSC
901162679351607297 NotSC
901136765137940481 FactSharing
901334126820831232 Apathy
900785672298090496 PhysicalActions
900746830572552193 NotSC
900904354630311942 EmotionReaction
901209920728698881 NotSC
901181143629922308 NotSC
900812916085194756 EmotionReaction
901045821705080833 NotSC
900861360220798979 NotSC
900934887871479808 PhysicalActions
900955328337952769 NotSC
900881712044888064 NotSC
900902660328615936 EmotionReaction
901178521111986177 NotSC
900886006844596225 NotSC
900845660769013764 PhysicalActions
901265241417416704 NotSC
901491912464584704 OfficialDirectives
901168039416266754 NotSC
901251236464394240 NotSC
901066139429740544 Suggestions
901576004942123008 NotSC
901476540483072000 EmotionReaction
901561637076971520 PhysicalActions
901229566055907328 NotSC
900899290406686720 NotSC
901575767737421824 NotSC
900809113155907584 Apathy
901573240874786816 NotSC
901219501831843840 EmotionReaction
900452420484046849 NotSC
901390870338994177 Suggestions
901223961110904832 EmotionReaction
901122944012890112 NotSC
901259900231319552 NotSC
900566670795825154 NotSC
901177632141848577 EmotionReaction
901583802237161472 ChangeOfPlans
900756745227837441 NotSC
900753600586055683 NotSC
901215004661346304 NotSC
900897051558522881 EmotionReaction
901259356624216065 NotSC
900888323907928064 NotSC
901294666712178689 NotSC
901145776490983424 NotSC
901310178410319872 NotSC
901296773934850050 NotSC
901177941425618944 NotSC
901448343498366977 NotSC
901507822231457793 NotSC
901239436645736448 NotSC
901210980436377600 Apathy
900418418226188288 NotSC
901310640677105664 NotSC
901218482590801922 NotSC
900902143519064064 NotSC
901139449626730496 NotSC
900793150461153281 EmotionReaction
901526166250586112 NotSC
901251779496726530 NotSC
901283186822578176 EmotionReaction
901270884157140992 NotSC
901535745978101763 NotSC
900355015507947520 NotSC
901441586814439431 NotSC
900805632680505347 EmotionReaction
901189817706434560 NotSC
901116782135705600 ChangeOfPlans
900822174558277633 NotSC
900877153788710912 Suggestions
900233630798278656 NotSC
901447220519731200 NotSC
900403891224883201 NotSC
900757662052306944 ChangeOfPlans
901253979652444160 NotSC
900801918288760832 EmotionReaction
901122965458354176 NotSC
901533680249831425 NotSC
901055641732698112 NotSC
901426245572980737 NotSC
900567232065003522 NotSC
901256077588803584 NotSC
900850548752121857 NotSC
901568582060060672 NotSC
900912904966426626 EmotionReaction
901176714478465024 NotSC
901269517443239936 EmotionReaction
900892708369289217 PhysicalActions
900824890021892096 NotSC
901334252394094593 Apathy
901427129321238528 EmotionReaction
900510507651780608 EmotionReaction
900904068784291840 Apathy
901478011891011584 EmotionReaction
900957708169261057 NotSC
900723790447095809 NotSC
901263062300282881 NotSC
901499500413497344 NotSC
901562243728408576 NotSC
901238405706653696 NotSC
901584598978752513 NotSC
900975992860270592 EmotionReaction
900531873889255424 ChangeOfPlans
901061479948058624 NotSC
900765749840674819 ChangeOfPlans
901298831782023172 EmotionReaction
901291945615663104 NotSC
900833648613539840 NotSC
901552453648351232 NotSC
900804497169149953 Apathy
901227085586468865 NotSC
901557750488080384 EmotionReaction
900881543090012160 NotSC
900749486674370560 NotSC
901260048063713282 NotSC
901069398768836608 NotSC
901349056500432896 NotSC
901164999380529155 NotSC
901140014935027713 EmotionReaction
901185475574157312 PhysicalActions
901447175938428930 NotSC
900567289380184064 EmotionReaction
900918949478514688 NotSC
901510373270073345 NotSC
900948513466458112 PhysicalActions
901216350168911874 NotSC
900409107483693056 NotSC
901371898742935552 NotSC
900790491842793472 EmotionReaction
901446384435552258 NotSC
900541161953251328 NotSC
901468499301847040 EmotionReaction
900805678322855937 NotSC
900858345304862722 OfficialDirectives
900396375992655874 NotSC
900997840209678338 EmotionReaction
901207852831825920 NotSC
900956456131874818 Suggestions
901165110898679810 EmotionReaction
900841854677200896 EmotionReaction
900711445897326597 NotSC
901425077765492736 NotSC
901227162535165954 NotSC
900390431099428864 NotSC
901372961537523715 NotSC
901083934804586496 Apathy
